Unit,ZIP,FITS,WAV,Status,Number of shots,Samples per shot,Total samples,Duration (s),Error
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0770_0735292130_729_ca0_scam01770_holzwarth____________01p__2.0.zip,scam_0770_0735292130_729_ca0_scam01770_holzwarth____________01p02.fits,scam_0770_0735292130_729_ca0_scam01770_holzwarth____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0772_0735468716_494_ca0_scam01772_junco_lake___________01p__2.0.zip,scam_0772_0735468716_494_ca0_scam01772_junco_lake___________01p02.fits,scam_0772_0735468716_494_ca0_scam01772_junco_lake___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0773_0735557486_652_ca0_scam01773_eagle_lake___________01p__2.0.zip,scam_0773_0735557486_652_ca0_scam01773_eagle_lake___________01p02.fits,scam_0773_0735557486_652_ca0_scam01773_eagle_lake___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0773_0735560225_804_ca0_scam02773_ptarmigan_lake_______01p__2.0.zip,scam_0773_0735560225_804_ca0_scam02773_ptarmigan_lake_______01p02.fits,scam_0773_0735560225_804_ca0_scam02773_ptarmigan_lake_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0774_0735647472_561_ca0_scam01774_finch_lake___________01p__2.0.zip,scam_0774_0735647472_561_ca0_scam01774_finch_lake___________01p02.fits,scam_0774_0735647472_561_ca0_scam01774_finch_lake___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0775_0735740021_115_ca0_scam01775_skeleton_gulch_______01p__2.0.zip,scam_0775_0735740021_115_ca0_scam01775_skeleton_gulch_______01p02.fits,scam_0775_0735740021_115_ca0_scam01775_skeleton_gulch_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0777_0735912628_587_ca0_scam01777_rainbow_curve________01p__2.0.zip,scam_0777_0735912628_587_ca0_scam01777_rainbow_curve________01p02.fits,scam_0777_0735912628_587_ca0_scam01777_rainbow_curve________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0782_0736362087_277_ca0_scam01782_finch_lake_782_______01p__2.0.zip,scam_0782_0736362087_277_ca0_scam01782_finch_lake_782_______01p02.fits,scam_0782_0736362087_277_ca0_scam01782_finch_lake_782_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0784_0736535004_617_ca0_scam02784_pipit_lake_784_______01p__2.0.zip,scam_0784_0736535004_617_ca0_scam02784_pipit_lake_784_______01p02.fits,scam_0784_0736535004_617_ca0_scam02784_pipit_lake_784_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0785_0736623545_743_ca0_scam04785_baker_gulch__________01p__2.0.zip,scam_0785_0736623545_743_ca0_scam04785_baker_gulch__________01p02.fits,scam_0785_0736623545_743_ca0_scam04785_baker_gulch__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0785_0736626207_089_ca0_scam05785_aspenglen____________01p__2.0.zip,scam_0785_0736626207_089_ca0_scam05785_aspenglen____________01p02.fits,scam_0785_0736626207_089_ca0_scam05785_aspenglen____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0786_0736709829_994_ca0_scam01786_box_lake_____________01p__2.0.zip,scam_0786_0736709829_994_ca0_scam01786_box_lake_____________01p02.fits,scam_0786_0736709829_994_ca0_scam01786_box_lake_____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0789_0736977911_697_ca0_scam01789_spirit_lake__________01p__2.0.zip,scam_0789_0736977911_697_ca0_scam01789_spirit_lake__________01p02.fits,scam_0789_0736977911_697_ca0_scam01789_spirit_lake__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0791_0737161909_605_ca0_scam01791_ouzel_falls_791_scam_01p__2.0.zip,scam_0791_0737161909_605_ca0_scam01791_ouzel_falls_791_scam_01p02.fits,scam_0791_0737161909_605_ca0_scam01791_ouzel_falls_791_scam_01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0792_0737243944_854_ca0_scam01792_mount_ida____________01p__2.0.zip,scam_0792_0737243944_854_ca0_scam01792_mount_ida____________01p02.fits,scam_0792_0737243944_854_ca0_scam01792_mount_ida____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0792_0737246780_980_ca0_scam02792_coyote_valley________01p__2.0.zip,scam_0792_0737246780_980_ca0_scam02792_coyote_valley________01p02.fits,scam_0792_0737246780_980_ca0_scam02792_coyote_valley________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0795_0737511539_290_ca0_scam01795_chipmunk_lake________01p__2.0.zip,scam_0795_0737511539_290_ca0_scam01795_chipmunk_lake________01p02.fits,scam_0795_0737511539_290_ca0_scam01795_chipmunk_lake________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0795_0737514363_873_ca0_scam02795_alberta_falls________01p__2.0.zip,scam_0795_0737514363_873_ca0_scam02795_alberta_falls________01p02.fits,scam_0795_0737514363_873_ca0_scam02795_alberta_falls________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0856_0742928264_896_ca0_scam03856_mount_patterson______01p__2.0.zip,scam_0856_0742928264_896_ca0_scam03856_mount_patterson______01p02.fits,scam_0856_0742928264_896_ca0_scam03856_mount_patterson______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0856_0742943473_087_ca0_scam07856_aegis_0856a__________01p__2.0.zip,scam_0856_0742943473_087_ca0_scam07856_aegis_0856a__________01p02.fits,scam_0856_0742943473_087_ca0_scam07856_aegis_0856a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0857_0743015607_087_ca0_scam01857_cub_lake_____________01p__2.0.zip,scam_0857_0743015607_087_ca0_scam01857_cub_lake_____________01p02.fits,scam_0857_0743015607_087_ca0_scam01857_cub_lake_____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0857_0743017314_139_ca0_scam02857_hallett_peak_________01p__2.0.zip,scam_0857_0743017314_139_ca0_scam02857_hallett_peak_________01p02.fits,scam_0857_0743017314_139_ca0_scam02857_hallett_peak_________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0857_0743018202_167_ca0_scam03857_granite_falls________01p__2.0.zip,scam_0857_0743018202_167_ca0_scam03857_granite_falls________01p02.fits,scam_0857_0743018202_167_ca0_scam03857_granite_falls________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0858_0743103458_459_ca0_scam01858_corral_creek_________01p__2.0.zip,scam_0858_0743103458_459_ca0_scam01858_corral_creek_________01p02.fits,scam_0858_0743103458_459_ca0_scam01858_corral_creek_________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0858_0743106427_730_ca0_scam02858_estes_cone___________01p__2.0.zip,scam_0858_0743106427_730_ca0_scam02858_estes_cone___________01p02.fits,scam_0858_0743106427_730_ca0_scam02858_estes_cone___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0859_0743192855_122_ca0_scam01859_fox_creek____________01p__2.0.zip,scam_0859_0743192855_122_ca0_scam01859_fox_creek____________01p02.fits,scam_0859_0743192855_122_ca0_scam01859_fox_creek____________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0867_0743904868_325_ca0_scam01867_st_vrain_creek_______01p__2.0.zip,scam_0867_0743904868_325_ca0_scam01867_st_vrain_creek_______01p02.fits,scam_0867_0743904868_325_ca0_scam01867_st_vrain_creek_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0868_0744010741_092_ca0_scam02868_aegis_0868a__________01p__2.0.zip,scam_0868_0744010741_092_ca0_scam02868_aegis_0868a__________01p02.fits,scam_0868_0744010741_092_ca0_scam02868_aegis_0868a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0870_0744168720_656_ca0_scam01870_lake_louise__________01p__2.0.zip,scam_0870_0744168720_656_ca0_scam01870_lake_louise__________01p02.fits,scam_0870_0744168720_656_ca0_scam01870_lake_louise__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0871_0744257479_682_ca0_scam01871_chickadee_pond_______01p__2.0.zip,scam_0871_0744257479_682_ca0_scam01871_chickadee_pond_______01p02.fits,scam_0871_0744257479_682_ca0_scam01871_chickadee_pond_______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0872_0744346253_037_ca0_scam01872_hague_creek__________01p__2.0.zip,scam_0872_0744346253_037_ca0_scam01872_hague_creek__________01p02.fits,scam_0872_0744346253_037_ca0_scam01872_hague_creek__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0872_0744349038_166_ca0_scam02872_tent_rocks___________01p__2.0.zip,scam_0872_0744349038_166_ca0_scam02872_tent_rocks___________01p02.fits,scam_0872_0744349038_166_ca0_scam02872_tent_rocks___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0873_0744435707_931_ca0_scam02873_aegis_0873a__________01p__2.0.zip,scam_0873_0744435707_931_ca0_scam02873_aegis_0873a__________01p02.fits,scam_0873_0744435707_931_ca0_scam02873_aegis_0873a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0875_0744613677_370_ca0_scam01875_ten_lake_park________01p__2.0.zip,scam_0875_0744613677_370_ca0_scam01875_ten_lake_park________01p02.fits,scam_0875_0744613677_370_ca0_scam01875_ten_lake_park________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0878_0744879302_671_ca0_scam01878_devils_gulch_________01p__2.0.zip,scam_0878_0744879302_671_ca0_scam01878_devils_gulch_________01p02.fits,scam_0878_0744879302_671_ca0_scam01878_devils_gulch_________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0879_0744967655_849_ca0_scam01879_lake_dunraven________01p__2.0.zip,scam_0879_0744967655_849_ca0_scam01879_lake_dunraven________01p02.fits,scam_0879_0744967655_849_ca0_scam01879_lake_dunraven________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0885_0745501980_614_ca0_scam01885_marguerite_falls_____01p__2.0.zip,scam_0885_0745501980_614_ca0_scam01885_marguerite_falls_____01p02.fits,scam_0885_0745501980_614_ca0_scam01885_marguerite_falls_____01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0886_0745592128_664_ca0_scam02886_mount_tileston_______03p__2.0.zip,,,ZIP ERROR,,,,,No file ending in 01p02.fits found
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0886_0745610048_933_ca0_scam06886_aegis_0886a__________01p__2.0.zip,scam_0886_0745610048_933_ca0_scam06886_aegis_0886a__________01p02.fits,scam_0886_0745610048_933_ca0_scam06886_aegis_0886a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0887_0745677802_921_ca0_scam01887_fairchild_mountain___01p__2.0.zip,scam_0887_0745677802_921_ca0_scam01887_fairchild_mountain___01p02.fits,scam_0887_0745677802_921_ca0_scam01887_fairchild_mountain___01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0889_0745859414_195_ca0_scam02889_blue_river___________01p__2.0.zip,scam_0889_0745859414_195_ca0_scam02889_blue_river___________01p02.fits,scam_0889_0745859414_195_ca0_scam02889_blue_river___________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0890_0745944396_840_ca0_scam01890_thunderbolt_peak_890_01p__2.0.zip,scam_0890_0745944396_840_ca0_scam01890_thunderbolt_peak_890_01p02.fits,scam_0890_0745944396_840_ca0_scam01890_thunderbolt_peak_890_01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0895_0746387573_576_ca0_scam01895_elk_mountain_________01p__2.0.zip,scam_0895_0746387573_576_ca0_scam01895_elk_mountain_________01p02.fits,scam_0895_0746387573_576_ca0_scam01895_elk_mountain_________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0895_0746390265_681_ca0_scam02895_willow_creek_________01p__2.0.zip,scam_0895_0746390265_681_ca0_scam02895_willow_creek_________01p02.fits,scam_0895_0746390265_681_ca0_scam02895_willow_creek_________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0896_0746474974_670_ca0_scam01896_thunderbolt_peak_896_01p__2.0.zip,scam_0896_0746474974_670_ca0_scam01896_thunderbolt_peak_896_01p02.fits,scam_0896_0746474974_670_ca0_scam01896_thunderbolt_peak_896_01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0897_0746565537_411_ca0_scam01897_gaskil_______________01p__2.0.zip,scam_0897_0746565537_411_ca0_scam01897_gaskil_______________01p02.fits,scam_0897_0746565537_411_ca0_scam01897_gaskil_______________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0897_0746586271_740_ca0_scam05897_aegis_0897a__________01p__2.0.zip,scam_0897_0746586271_740_ca0_scam05897_aegis_0897a__________01p02.fits,scam_0897_0746586271_740_ca0_scam05897_aegis_0897a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0898_0746652572_490_ca0_scam01898_aegis_0897b__________01p__2.0.zip,scam_0898_0746652572_490_ca0_scam01898_aegis_0897b__________01p02.fits,scam_0898_0746652572_490_ca0_scam01898_aegis_0897b__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0899_0746743043_561_ca0_scam01899_lake_granby__________01p__2.0.zip,scam_0899_0746743043_561_ca0_scam01899_lake_granby__________01p02.fits,scam_0899_0746743043_561_ca0_scam01899_lake_granby__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0901_0746919132_651_ca0_scam02901_aegis_0901a__________01p__2.0.zip,scam_0901_0746919132_651_ca0_scam02901_aegis_0901a__________01p02.fits,scam_0901_0746919132_651_ca0_scam02901_aegis_0901a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0902_0747009719_834_ca0_scam01902_meadow_mountain______01p__2.0.zip,scam_0902_0747009719_834_ca0_scam01902_meadow_mountain______01p02.fits,scam_0902_0747009719_834_ca0_scam01902_meadow_mountain______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0905_0747275749_463_ca0_scam01905_radial_mountain______01p__2.0.zip,scam_0905_0747275749_463_ca0_scam01905_radial_mountain______01p02.fits,scam_0905_0747275749_463_ca0_scam01905_radial_mountain______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0906_0747363657_170_ca0_scam02906_aegis_0906a__________01p__2.0.zip,scam_0906_0747363657_170_ca0_scam02906_aegis_0906a__________01p02.fits,scam_0906_0747363657_170_ca0_scam02906_aegis_0906a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0907_0747453509_526_ca0_scam01907_middle_mountain______01p__2.0.zip,scam_0907_0747453509_526_ca0_scam01907_middle_mountain______01p02.fits,scam_0907_0747453509_526_ca0_scam01907_middle_mountain______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0907_0747456207_795_ca0_scam02907_sprague_glacier______01p__2.0.zip,scam_0907_0747456207_795_ca0_scam02907_sprague_glacier______01p02.fits,scam_0907_0747456207_795_ca0_scam02907_sprague_glacier______01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_calibrated_audio_scam_0907_0747473615_494_ca0_scam08907_aegis_0907a__________01p__2.0.zip,scam_0907_0747473615_494_ca0_scam08907_aegis_0907a__________01p02.fits,scam_0907_0747473615_494_ca0_scam08907_aegis_0907a__________01p02.wav,OK,29,6000,174000,1.74,
Upper Fan,urn_nasa_pds_mars2020_supercam_data_radcal_rmi_scam_0708_0729787783_602_ci__scam04708_fleeburg_____________01p__1.0.zip,,,ZIP ERROR,,,,,No file ending in 01p02.fits found
